time,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg
20200408,1041.34,1051.24,1039.5,1041.26,0.0,-0.29,19.81,7.99,0.0,0.0
20200409,1042.63,1068.55,1042.44,1063.91,0.0,2.18,17.09,8.61,0.0,0.0
20200410,1062.01,1071.23,1039.79,1044.94,0.0,-1.78,17.31,8.63,0.0,0.0
20200413,1040.93,1055.43,1033.49,1048.36,0.0,0.33,13.72,6.93,0.0,0.0
20200414,1050.29,1075.74,1050.29,1075.74,0.0,2.61,14.19,7.08,0.0,0.0
20200415,1077.19,1096.11,1077.19,1083.83,0.0,0.75,18.42,9.4,0.0,0.0
20200416,1075.0,1097.37,1075.0,1097.37,0.0,1.25,22.36,9.35,0.0,0.0
20200417,1106.92,1114.94,1093.06,1093.8,0.0,-0.33,22.2,10.94,0.0,0.0
20200420,1102.43,1124.24,1102.43,1121.82,0.0,2.56,22.4,10.6,0.0,0.0
20200421,1114.79,1114.79,1091.84,1110.55,0.0,-1.01,19.5,9.28,0.0,0.0
20200422,1101.9,1126.72,1101.9,1122.22,0.0,1.05,17.59,9.72,0.0,0.0
20200423,1127.46,1153.35,1127.46,1134.88,0.0,1.13,25.89,12.51,0.0,0.0
20200424,1131.44,1143.06,1119.74,1133.32,0.0,-0.14,30.67,14.23,0.0,0.0
20200427,1138.93,1143.91,1126.37,1134.26,0.0,0.08,22.59,12.82,0.0,0.0
20200428,1129.48,1129.48,1056.95,1110.09,0.0,-2.13,30.2,15.06,0.0,0.0
20200429,1108.63,1119.63,1098.24,1098.24,0.0,-1.07,18.68,10.99,0.0,0.0
20200430,1102.08,1127.68,1102.08,1124.13,0.0,2.36,23.32,12.2,0.0,0.0
20200506,1114.5,1188.07,1114.5,1188.07,0.0,5.69,31.99,15.55,0.0,0.0
20200507,1182.95,1190.51,1169.16,1173.89,0.0,-1.19,31.26,13.82,0.0,0.0
20200508,1171.25,1190.37,1171.25,1178.91,0.0,0.43,24.43,11.63,0.0,0.0
20200511,1179.5,1198.67,1179.5,1194.69,0.0,1.34,22.75,12.59,0.0,0.0
20200512,1190.92,1231.61,1187.04,1231.61,0.0,3.09,25.83,14.8,0.0,0.0
20200513,1225.26,1275.92,1222.67,1275.1,0.0,3.53,42.66,19.42,0.0,0.0
20200514,1263.58,1276.85,1257.46,1268.33,0.0,-0.53,32.9,15.57,0.0,0.0
20200515,1265.97,1284.2,1257.91,1260.25,0.0,-0.64,25.72,13.89,0.0,0.0
20200518,1258.31,1268.34,1249.98,1251.2,0.0,-0.72,26.99,14.67,0.0,0.0
