time,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,bollUpper,bollMiddle,bollLower,slowK,slowD,slowJ
20210707,1523.83,1573.15,1519.41,1570.03,37.24,2.43,1033.99,565.81,50.0,75.24,1622.4,1513.61,1404.83,61.38,67.67,48.8
20210708,1577.5,1616.7,1577.41,1610.77,40.75,2.6,1173.48,661.46,50.0,77.19,1631.86,1522.79,1413.71,72.39,69.25,78.68
20210709,1598.28,1602.0,1556.58,1583.71,-27.06,-1.68,1014.78,568.92,50.0,75.75,1636.29,1529.45,1422.62,71.22,69.9,73.85
20210712,1593.57,1611.6,1576.72,1601.61,17.89,1.13,1053.85,617.43,50.0,76.02,1639.92,1537.72,1435.52,76.07,71.96,84.28
20210713,1602.12,1621.71,1573.78,1590.98,-10.63,-0.66,1111.15,591.1,50.0,75.5,1640.81,1544.86,1448.91,74.82,72.91,78.63
20210714,1579.03,1585.6,1556.69,1556.72,-34.26,-2.15,919.85,497.04,50.0,74.33,1624.33,1552.37,1480.41,63.69,69.84,51.41
20210715,1549.28,1567.27,1536.9,1560.7,3.98,0.26,937.69,500.87,50.0,74.96,1618.96,1556.73,1494.5,57.47,65.72,40.99
20210716,1568.17,1569.25,1523.64,1525.23,-35.47,-2.27,950.97,519.15,50.0,73.5,1615.63,1558.26,1500.88,42.68,58.04,11.96
20210719,1514.83,1530.59,1503.11,1514.18,-11.05,-0.72,852.65,466.66,50.0,73.12,1616.69,1557.56,1498.42,31.56,49.21,-3.74
20210720,1505.08,1529.27,1501.92,1522.63,8.45,0.56,790.7,416.27,50.0,73.4,1616.74,1557.52,1498.3,26.8,41.74,-3.07
20210721,1528.6,1576.77,1527.6,1565.64,43.01,2.82,916.49,532.22,50.0,75.66,1617.42,1559.09,1500.76,35.6,39.7,27.41
20210722,1570.49,1584.32,1549.45,1582.13,16.49,1.05,1235.71,736.96,50.0,76.71,1616.43,1562.96,1509.48,46.05,41.81,54.53
20210723,1593.31,1593.7,1548.39,1563.49,-18.64,-1.18,1148.84,666.29,50.0,75.83,1616.29,1564.39,1512.49,47.84,43.82,55.86
20210726,1559.84,1566.68,1496.65,1556.98,-6.51,-0.42,1262.84,737.92,50.0,75.11,1616.09,1564.09,1512.09,52.61,46.75,64.33
20210727,1556.93,1627.85,1541.36,1545.29,-11.69,-0.75,1859.82,1008.64,50.0,74.15,1615.89,1563.25,1510.61,47.43,46.98,48.34
20210728,1532.42,1555.25,1476.59,1518.7,-26.59,-1.72,1361.49,726.91,50.0,73.0,1614.5,1559.77,1505.05,40.9,44.95,32.8
20210729,1554.13,1598.34,1545.11,1588.47,69.76,4.59,1281.17,759.53,50.0,76.64,1615.69,1560.21,1504.72,51.92,47.28,61.22
20210730,1582.58,1608.96,1570.45,1591.22,2.75,0.17,1528.09,840.57,50.0,77.06,1618.94,1562.86,1506.77,59.88,51.48,76.68
20210802,1594.03,1619.36,1572.11,1599.47,8.26,0.52,1512.41,849.83,50.0,76.86,1622.12,1564.04,1505.95,67.0,56.65,87.69
20210803,1586.35,1593.03,1558.1,1564.19,-35.28,-2.21,1365.96,806.47,50.0,74.83,1621.9,1565.61,1509.31,63.97,59.09,73.73
20210804,1566.45,1608.5,1564.46,1605.89,41.7,2.67,1255.17,735.05,50.0,76.64,1626.36,1567.4,1508.44,71.14,63.11,87.21
20210805,1606.65,1616.05,1584.31,1604.81,-1.09,-0.07,1262.22,757.0,50.0,76.49,1625.24,1567.1,1508.96,75.68,67.3,92.45
20210806,1630.3,1639.19,1575.42,1586.67,-18.13,-1.13,1260.23,757.73,50.0,75.74,1625.57,1567.25,1508.93,73.02,69.21,80.65
20210809,1567.44,1582.92,1548.69,1574.44,-12.24,-0.77,1071.35,649.47,50.0,75.61,1622.18,1565.89,1509.6,68.74,69.05,68.12
20210810,1574.01,1592.83,1569.28,1588.19,13.76,0.87,1120.33,665.88,50.0,76.39,1621.8,1565.75,1509.7,61.09,66.4,50.48
20210811,1589.43,1593.15,1564.97,1578.79,-9.41,-0.59,1322.12,664.06,50.0,75.65,1623.02,1566.86,1510.69,51.81,61.54,32.37
20210812,1572.15,1604.73,1570.35,1586.5,7.71,0.49,1288.91,665.19,50.0,75.98,1624.87,1568.15,1511.42,48.47,57.18,31.05
20210813,1580.12,1588.23,1549.68,1552.78,-33.72,-2.13,1257.44,689.18,50.0,74.57,1623.27,1569.52,1515.78,33.82,49.39,2.67
20210816,1547.39,1566.0,1535.35,1547.93,-4.85,-0.31,1095.3,656.95,50.0,74.98,1619.77,1571.21,1522.65,26.58,41.79,-3.83
20210817,1544.4,1555.45,1506.72,1509.25,-38.68,-2.5,1090.96,583.18,50.0,72.82,1622.04,1570.54,1519.04,18.36,33.98,-12.88
20210818,1514.46,1530.24,1501.18,1507.99,-1.26,-0.08,1036.62,543.24,50.0,72.75,1625.94,1567.66,1509.38,13.88,27.28,-12.91
20210819,1509.72,1553.16,1508.17,1546.11,38.12,2.53,987.22,560.68,50.0,74.55,1624.46,1565.86,1507.25,23.72,26.09,18.97
20210820,1537.91,1557.11,1514.07,1529.09,-17.02,-1.1,1037.6,573.84,50.0,73.49,1624.9,1564.14,1503.38,24.8,25.66,23.07
20210823,1534.39,1568.84,1524.2,1564.11,35.02,2.29,1154.62,674.57,50.0,75.35,1625.17,1564.49,1503.82,36.79,29.37,51.63
20210824,1567.7,1586.52,1550.88,1578.03,13.92,0.89,1171.71,695.0,50.0,75.9,1626.41,1566.13,1505.85,49.26,36.0,75.79
20210825,1573.74,1574.4,1535.09,1542.78,-35.26,-2.23,1084.75,674.61,50.0,74.23,1624.67,1567.34,1510.01,48.77,40.26,65.8
20210826,1546.32,1555.04,1494.89,1497.34,-45.44,-2.95,1072.15,661.11,50.0,72.06,1626.76,1562.78,1498.79,33.41,37.97,24.27
20210827,1491.34,1506.65,1476.56,1480.31,-17.02,-1.14,1040.08,582.26,50.0,71.31,1629.13,1557.23,1485.33,23.41,33.12,3.98
20210830,1487.9,1508.78,1463.4,1471.45,-8.86,-0.6,1187.56,690.45,50.0,71.09,1629.07,1550.83,1472.6,17.78,28.01,-2.66
20210831,1463.13,1463.56,1423.51,1441.17,-30.28,-2.06,1072.99,621.48,50.0,69.64,1636.0,1544.68,1453.36,15.47,23.83,-1.25
20210901,1437.26,1438.38,1400.16,1424.66,-16.51,-1.15,1274.85,621.9,50.0,63.3,1636.33,1535.62,1434.91,14.69,20.78,2.52
20210902,1416.16,1424.17,1395.51,1399.48,-25.18,-1.77,1148.87,531.49,50.0,62.15,1637.02,1525.35,1413.68,10.49,17.35,-3.24
20210903,1399.47,1415.24,1382.64,1400.89,1.41,0.1,1139.56,543.04,50.0,62.2,1636.36,1516.06,1395.77,9.98,14.89,0.14
20210906,1398.24,1441.71,1393.54,1439.0,38.11,2.72,978.57,503.06,50.0,63.89,1630.92,1509.29,1387.66,16.45,15.41,18.52
20210907,1435.73,1443.34,1426.03,1438.57,-0.43,-0.03,945.27,510.64,50.0,63.85,1621.5,1501.81,1382.12,21.78,17.53,30.27
20210908,1439.66,1439.66,1408.72,1412.72,-25.85,-1.8,990.51,500.9,50.0,62.64,1613.72,1493.51,1373.29,22.47,19.18,29.05
20210909,1414.07,1425.28,1393.61,1402.19,-10.53,-0.75,941.03,469.76,50.0,51.03,1602.83,1484.29,1365.76,20.15,19.5,21.43
20210910,1398.33,1431.71,1392.21,1426.81,24.62,1.76,1052.3,555.8,50.0,51.86,1594.68,1477.99,1361.31,31.62,23.54,47.79
20210913,1426.54,1426.76,1384.02,1384.43,-42.38,-2.97,926.59,505.65,50.0,50.73,1588.65,1469.82,1350.99,22.07,23.05,20.1
20210914,1384.28,1414.09,1383.41,1396.67,12.23,0.88,974.88,516.54,50.0,50.96,1585.65,1464.19,1342.73,22.42,22.84,21.57
20210915,1395.61,1395.99,1378.95,1384.52,-12.15,-0.87,792.43,435.9,50.0,50.61,1582.46,1458.02,1333.58,17.83,21.17,11.15
20210916,1378.18,1380.16,1347.9,1351.43,-33.1,-2.39,912.62,477.04,50.0,49.47,1574.09,1448.28,1322.48,13.12,18.48,2.38
20210917,1349.34,1360.91,1332.1,1349.68,-1.74,-0.13,872.98,459.06,50.0,49.32,1566.37,1439.31,1312.26,14.01,16.99,8.05
20210922,1338.01,1361.21,1335.5,1355.28,5.6,0.41,781.9,406.21,50.0,49.51,1547.21,1428.87,1310.53,16.53,16.84,15.9
20210923,1359.67,1376.57,1354.21,1363.79,8.51,0.63,735.07,380.59,50.0,49.88,1517.87,1418.16,1318.44,21.62,18.43,28.0
20210924,1362.98,1390.5,1359.85,1375.0,11.21,0.82,716.91,391.89,50.0,50.47,1493.0,1409.77,1326.54,28.77,21.88,42.55
20210927,1386.52,1397.18,1354.2,1368.69,-6.31,-0.46,840.24,436.61,50.0,50.32,1477.94,1403.34,1328.73,32.07,25.27,45.65
20210928,1362.33,1379.59,1350.79,1354.1,-14.59,-1.07,585.83,322.5,50.0,49.8,1465.63,1397.03,1328.42,30.32,26.96,37.05
20210929,1344.89,1356.64,1336.51,1345.77,-8.33,-0.61,690.37,356.59,50.0,49.63,1453.72,1390.74,1327.76,27.22,27.04,27.56
20210930,1348.65,1371.49,1348.65,1368.72,22.95,1.71,548.59,317.71,50.0,50.33,1446.3,1387.12,1327.94,36.9,30.33,50.04
20211008,1378.53,1388.02,1361.04,1364.46,-4.26,-0.31,550.28,316.15,50.0,50.14,1441.44,1384.11,1326.78,41.17,33.94,55.64
20211011,1367.21,1377.31,1348.05,1349.77,-14.69,-1.08,514.55,312.68,50.0,49.58,1440.37,1381.62,1322.88,35.16,34.35,36.79
20211012,1348.22,1355.92,1312.44,1319.39,-30.38,-2.25,591.58,331.15,50.0,48.67,1441.46,1377.55,1313.64,26.17,31.62,15.28
20211013,1322.89,1349.17,1322.89,1344.76,25.37,1.92,522.37,310.81,50.0,49.75,1431.62,1372.84,1314.05,30.16,31.14,28.21
20211014,1346.99,1356.21,1339.56,1347.27,2.51,0.19,561.61,308.79,50.0,49.78,1419.64,1368.27,1316.9,33.81,32.03,37.37
20211015,1349.4,1367.23,1341.75,1363.16,15.9,1.18,672.93,380.53,50.0,50.27,1412.96,1365.79,1318.63,44.91,36.32,62.08
20211018,1366.55,1366.55,1338.89,1352.57,-10.59,-0.78,653.64,379.8,50.0,49.88,1407.7,1363.31,1318.93,47.64,40.09,62.73
20211019,1355.07,1369.16,1352.01,1366.79,14.22,1.05,625.5,357.42,50.0,50.3,1393.93,1360.31,1326.7,55.73,45.31,76.58
20211020,1370.21,1381.06,1363.65,1373.59,6.8,0.5,726.0,394.9,50.0,50.59,1392.14,1359.77,1327.4,64.12,51.58,89.21
20211021,1374.65,1379.19,1355.93,1362.4,-11.19,-0.81,654.57,355.26,50.0,50.0,1385.72,1358.06,1330.39,67.02,56.72,87.6
20211022,1367.06,1379.19,1359.27,1368.14,5.73,0.42,672.37,379.75,50.0,50.28,1382.59,1357.24,1331.88,71.74,61.73,91.75
20211025,1366.21,1381.24,1359.63,1380.31,12.17,0.89,703.5,421.13,50.0,50.78,1385.78,1358.68,1331.59,80.63,68.03,105.82
20211026,1379.79,1389.48,1372.66,1376.13,-4.18,-0.3,772.08,463.85,50.0,50.73,1387.79,1360.0,1332.22,78.29,71.45,91.97
20211027,1371.79,1374.36,1354.3,1361.82,-14.31,-1.04,882.32,462.87,50.0,50.03,1388.04,1360.33,1332.63,67.3,70.06,61.77
20211028,1359.07,1371.17,1354.72,1356.37,-5.44,-0.4,888.41,474.28,50.0,49.67,1387.67,1359.96,1332.25,56.38,65.5,38.14
20211029,1363.25,1398.42,1355.37,1396.2,39.82,2.94,821.83,509.99,50.0,51.42,1392.34,1361.02,1329.7,69.33,66.78,74.43
20211101,1398.59,1415.58,1392.4,1404.21,8.01,0.57,911.21,553.79,50.0,59.81,1399.26,1362.8,1326.34,73.37,68.98,82.15
20211102,1405.87,1423.93,1395.7,1405.64,1.43,0.1,980.77,551.42,50.0,59.91,1406.05,1365.37,1324.69,73.49,70.48,79.51
20211103,1408.2,1416.47,1386.4,1399.55,-6.09,-0.43,738.39,431.44,50.0,59.59,1410.28,1368.06,1325.84,70.65,70.54,70.89
20211104,1404.66,1420.33,1404.66,1410.74,11.19,0.8,841.1,467.7,50.0,60.27,1416.31,1370.16,1324.02,74.12,71.73,78.9
20211105,1416.24,1418.88,1396.03,1396.74,-14.0,-0.99,911.59,484.47,50.0,59.65,1419.25,1371.78,1324.31,69.73,71.07,67.06
20211108,1398.57,1401.05,1381.62,1400.8,4.06,0.29,808.24,455.48,50.0,59.69,1422.28,1374.33,1326.38,68.75,70.29,65.66
20211109,1404.89,1422.9,1397.82,1420.51,19.71,1.41,874.97,482.9,50.0,60.43,1424.33,1379.38,1334.44,77.52,72.7,87.15
20211110,1417.66,1423.31,1398.88,1420.45,-0.06,0.0,870.46,487.51,50.0,60.33,1428.56,1383.17,1337.78,83.32,76.24,97.48
20211111,1418.48,1443.6,1416.18,1437.15,16.7,1.18,1020.02,572.49,50.0,61.08,1435.67,1387.66,1339.66,85.41,79.3,97.64
20211112,1432.71,1444.41,1425.58,1440.16,3.01,0.21,1072.79,590.31,50.0,61.46,1443.24,1391.51,1339.78,88.02,82.2,99.64
20211115,1441.41,1448.03,1429.32,1432.6,-7.56,-0.52,1141.59,615.27,50.0,61.14,1446.96,1395.52,1344.07,84.27,82.89,87.02
20211116,1428.48,1438.61,1418.2,1421.27,-11.32,-0.79,1030.14,525.55,50.0,60.66,1449.07,1398.24,1347.4,76.08,80.62,67.0
20211117,1420.99,1438.8,1414.12,1436.16,14.88,1.05,977.52,515.87,50.0,61.5,1453.44,1401.37,1349.3,78.1,79.78,74.73
20211118,1433.51,1433.64,1417.17,1423.97,-12.19,-0.85,1023.96,570.07,50.0,60.97,1454.16,1404.45,1354.73,73.32,77.63,64.71
20211119,1424.76,1447.19,1424.76,1444.78,20.81,1.46,938.09,527.06,50.0,62.07,1458.02,1408.28,1358.53,80.06,78.44,83.3
20211122,1449.45,1483.48,1449.38,1479.99,35.2,2.44,1121.38,674.32,50.0,63.54,1470.25,1413.26,1356.28,85.33,80.73,94.52
20211123,1477.67,1485.8,1473.55,1476.25,-3.73,-0.25,1057.97,623.52,50.0,63.53,1478.81,1418.27,1357.73,85.78,82.42,92.5
20211124,1477.96,1489.71,1471.62,1472.22,-4.03,-0.27,1006.67,597.67,50.0,63.17,1482.85,1423.79,1364.73,82.81,82.55,83.33
20211125,1472.64,1477.74,1465.64,1468.07,-4.15,-0.28,980.61,556.36,50.0,62.83,1482.72,1429.37,1376.02,78.99,81.36,74.26
20211126,1466.36,1470.53,1450.93,1459.93,-8.14,-0.55,910.7,550.82,50.0,62.57,1485.21,1432.56,1379.91,72.86,78.53,61.53
20211129,1448.5,1474.44,1444.3,1471.23,11.3,0.77,1043.64,656.93,50.0,62.84,1489.44,1435.91,1382.38,73.76,76.94,67.4
20211130,1477.8,1479.93,1463.15,1475.71,4.48,0.3,1025.63,615.6,50.0,63.2,1493.73,1439.41,1385.1,76.07,76.65,74.92
20211201,1473.52,1479.09,1452.75,1456.48,-19.23,-1.3,896.14,579.72,50.0,62.27,1493.82,1442.26,1390.7,66.99,73.43,54.12
20211202,1454.74,1458.08,1427.98,1429.5,-26.98,-1.85,904.34,531.34,50.0,60.93,1493.08,1443.2,1393.31,45.48,64.12,8.22
20211203,1432.23,1444.99,1431.59,1444.83,15.33,1.07,848.97,491.99,50.0,61.71,1490.71,1445.6,1400.5,39.42,55.88,6.5
20211206,1444.93,1445.16,1405.51,1405.77,-39.06,-2.7,923.52,526.76,50.0,60.05,1490.01,1445.85,1401.69,26.38,46.05,-12.95
20211207,1413.0,1415.05,1380.51,1389.44,-16.33,-1.16,873.1,497.53,50.0,59.44,1493.78,1444.3,1394.82,20.58,37.56,-13.37
20211208,1394.99,1416.69,1394.99,1415.37,25.94,1.87,715.13,434.65,50.0,60.64,1494.06,1444.04,1394.03,25.41,33.51,9.21
20211209,1417.34,1438.49,1410.15,1434.52,19.15,1.35,814.6,507.25,50.0,61.7,1494.01,1443.91,1393.81,35.05,34.02,37.1
20211210,1431.85,1442.62,1425.0,1435.7,1.18,0.08,1030.3,651.77,50.0,61.81,1493.9,1443.69,1393.48,41.87,36.64,52.33
20211213,1439.19,1450.83,1434.15,1445.71,10.0,0.7,853.65,526.92,50.0,58.56,1494.3,1444.34,1394.39,49.96,41.08,67.72
20211214,1445.05,1451.68,1435.89,1439.47,-6.24,-0.43,791.5,469.24,50.0,58.43,1494.14,1445.25,1396.37,58.64,46.93,82.06
20211215,1439.12,1443.55,1424.77,1424.9,-14.57,-1.01,823.5,529.95,50.0,57.86,1494.24,1444.69,1395.14,59.89,51.25,77.16
20211216,1425.53,1436.06,1419.7,1425.93,1.03,0.07,741.4,455.86,50.0,58.08,1494.18,1444.79,1395.4,61.2,54.57,74.46
20211217,1426.79,1430.39,1395.64,1399.06,-26.87,-1.88,805.42,472.04,50.0,56.91,1495.77,1442.5,1389.24,49.49,52.87,42.71
20211220,1389.18,1401.34,1363.11,1363.96,-35.1,-2.51,775.14,494.68,50.0,55.41,1497.16,1436.7,1376.24,33.31,46.35,7.23
20211221,1366.27,1378.49,1363.97,1374.65,10.69,0.78,678.54,394.18,50.0,55.97,1494.94,1431.62,1368.3,26.55,39.75,0.15
20211222,1378.31,1386.24,1373.53,1375.03,0.38,0.03,759.87,411.27,50.0,55.98,1491.77,1426.76,1361.76,22.19,33.9,-1.23
20211223,1375.83,1380.15,1366.99,1375.97,0.94,0.07,701.67,392.77,50.0,56.01,1487.85,1422.16,1356.46,19.63,29.14,0.61
20211224,1375.18,1378.3,1353.65,1358.73,-17.24,-1.25,763.6,439.53,50.0,55.21,1485.89,1417.1,1348.31,14.81,24.37,-4.29
20211227,1356.41,1369.21,1349.11,1355.64,-3.09,-0.23,635.02,372.54,50.0,54.95,1480.37,1411.32,1342.27,12.18,20.3,-4.06
20211228,1355.65,1370.31,1355.65,1369.62,13.98,1.03,663.63,386.73,50.0,55.56,1470.62,1406.01,1341.41,15.98,18.86,10.22
20211229,1370.49,1370.49,1352.0,1356.21,-13.41,-0.98,630.4,369.93,50.0,55.01,1464.72,1401.0,1337.28,13.57,17.1,6.51
20211230,1355.97,1381.44,1355.41,1375.56,19.35,1.43,781.68,448.84,50.0,55.87,1461.54,1398.3,1335.07,25.93,20.04,37.69
20211231,1384.28,1399.75,1383.84,1398.19,22.63,1.65,784.02,464.39,50.0,56.53,1455.5,1395.97,1336.44,49.59,29.89,88.99
20220104,1403.39,1405.51,1361.43,1364.99,-33.2,-2.37,930.26,532.89,50.0,55.23,1454.76,1393.93,1333.11,42.45,34.08,59.19
20220105,1364.01,1365.77,1328.29,1333.33,-31.65,-2.32,900.05,512.48,50.0,53.95,1457.45,1391.13,1324.8,30.47,32.87,25.67
20220106,1327.7,1331.43,1309.9,1320.94,-12.4,-0.93,795.37,454.92,50.0,53.43,1458.36,1386.41,1314.45,24.16,29.97,12.55
20220107,1322.89,1331.91,1305.14,1305.49,-15.44,-1.17,911.74,480.07,50.0,52.82,1456.49,1379.95,1303.42,16.23,25.39,-2.1
20220110,1306.6,1323.15,1291.41,1318.27,12.77,0.98,851.74,493.57,50.0,53.2,1450.63,1374.08,1297.54,18.66,23.15,9.7
20220111,1317.92,1317.93,1291.51,1294.4,-23.86,-1.81,803.58,487.05,50.0,52.1,1443.16,1366.52,1289.88,13.32,19.87,0.21
20220112,1298.62,1317.52,1298.62,1316.35,21.95,1.7,889.04,548.02,50.0,52.9,1432.2,1360.36,1288.52,16.16,18.63,11.22
20220113,1319.19,1319.19,1294.65,1294.65,-21.7,-1.65,825.11,515.39,50.0,51.88,1424.71,1353.85,1282.98,11.72,16.33,2.51
20220114,1289.38,1316.33,1288.85,1312.29,17.64,1.36,997.59,608.27,50.0,52.45,1412.97,1348.17,1283.37,14.51,15.72,12.09
20220117,1317.39,1341.17,1313.62,1338.32,26.02,1.98,1046.23,670.43,50.0,53.28,1405.66,1345.13,1284.6,31.11,20.85,51.63
20220118,1340.41,1362.48,1328.4,1342.36,4.04,0.3,1118.26,625.09,50.0,53.43,1403.96,1344.05,1284.14,44.97,28.89,77.12
20220119,1340.71,1343.3,1318.31,1324.09,-18.27,-1.36,875.31,487.03,50.0,52.7,1400.31,1341.52,1282.73,45.93,34.57,68.65
20220120,1326.64,1329.81,1304.69,1306.02,-18.07,-1.36,912.28,495.01,50.0,51.85,1396.69,1338.07,1279.45,38.39,35.85,43.49
20220121,1304.16,1308.44,1288.78,1290.41,-15.62,-1.2,864.84,459.36,50.0,51.25,1393.21,1333.79,1274.38,26.33,32.67,13.65
20220124,1286.14,1311.51,1285.04,1307.74,17.34,1.34,703.09,416.25,50.0,52.02,1390.53,1331.24,1271.95,27.33,30.89,20.2
20220125,1303.93,1311.73,1276.2,1277.0,-30.74,-2.35,823.47,420.25,50.0,50.78,1389.94,1327.31,1264.68,18.53,26.77,2.04
20220126,1281.51,1289.41,1261.95,1276.36,-0.64,-0.05,1514.0,438.89,50.0,51.07,1385.87,1322.65,1259.43,17.13,23.56,4.27
20220127,1274.63,1280.25,1239.49,1240.55,-35.81,-2.81,1118.75,419.95,50.0,49.66,1387.48,1316.87,1246.25,11.71,19.61,-4.09
20220128,1253.94,1255.19,1229.22,1229.22,-11.33,-0.91,906.12,370.89,50.0,49.23,1384.51,1309.55,1234.59,7.8,15.67,-7.93
20220207,1247.58,1263.97,1230.7,1233.62,4.39,0.36,819.97,338.77,50.0,49.45,1371.53,1301.32,1231.11,6.49,12.61,-5.76
20220208,1233.66,1233.66,1191.49,1204.05,-29.56,-2.4,821.93,349.22,50.0,48.2,1366.03,1288.29,1210.55,7.34,9.34,3.34
20220209,1204.24,1212.45,1195.09,1210.29,6.23,0.52,861.34,363.93,50.0,48.45,1365.97,1282.75,1199.54,10.1,9.59,11.13
20220210,1214.98,1215.28,1182.4,1188.2,-22.09,-1.83,902.06,406.03,50.0,47.65,1368.93,1276.89,1184.85,8.23,9.14,6.42
20220211,1182.87,1188.52,1168.9,1169.59,-18.61,-1.57,897.51,378.64,50.0,46.88,1370.51,1269.46,1168.41,5.68,7.98,1.06
20220214,1161.84,1179.89,1148.7,1169.44,-0.15,-0.01,620.56,290.24,50.0,46.74,1372.44,1263.21,1153.98,9.04,8.34,10.45
20220215,1172.77,1204.34,1171.68,1203.12,33.68,2.88,744.1,345.78,50.0,48.14,1366.91,1257.55,1148.18,21.76,12.81,39.67
20220216,1210.42,1211.55,1195.97,1197.56,-5.56,-0.46,708.43,321.65,50.0,47.91,1363.65,1252.69,1141.74,28.64,18.09,49.74
20220217,1196.6,1217.47,1191.45,1207.82,10.26,0.86,740.29,340.89,50.0,48.38,1356.53,1247.47,1138.41,36.19,24.12,60.32
20220218,1200.34,1206.01,1195.24,1204.37,-3.45,-0.29,639.69,298.66,50.0,48.03,1342.92,1240.77,1138.62,45.97,31.4,75.1
20220221,1207.15,1212.49,1191.84,1193.6,-10.77,-0.89,757.67,329.6,50.0,47.35,1326.04,1233.33,1140.63,52.41,38.4,80.41
20220222,1184.84,1186.78,1168.57,1183.98,-9.62,-0.81,769.68,347.65,50.0,47.16,1311.41,1226.33,1141.25,52.04,42.95,70.22
20220223,1182.42,1233.44,1181.4,1231.08,47.1,3.98,906.86,459.11,50.0,49.2,1299.5,1222.58,1145.66,67.1,51.0,99.3
20220224,1226.95,1240.35,1199.07,1214.99,-16.09,-1.31,1133.15,513.66,50.0,48.55,1289.17,1218.81,1148.45,68.84,56.95,92.63
20220225,1231.54,1253.46,1230.61,1240.88,25.89,2.13,862.07,462.47,50.0,49.58,1273.96,1215.47,1156.97,74.29,62.73,97.41
20220228,1243.98,1249.59,1230.65,1249.59,8.71,0.7,981.22,500.7,50.0,50.06,1267.86,1214.1,1160.34,81.34,68.93,106.16
20220301,1254.57,1259.68,1232.09,1239.02,-10.57,-0.85,856.83,423.94,50.0,49.69,1259.4,1212.23,1165.06,80.0,72.62,94.76
20220302,1233.1,1233.92,1216.47,1230.28,-8.74,-0.71,720.87,362.14,50.0,49.39,1257.85,1211.72,1165.58,75.91,73.72,80.3
20220303,1235.96,1237.2,1208.82,1209.82,-20.46,-1.66,762.09,394.47,50.0,48.38,1256.18,1210.75,1165.31,65.7,71.04,55.01
20220304,1201.12,1228.19,1197.83,1203.09,-6.73,-0.56,776.78,399.3,50.0,48.12,1253.52,1209.22,1164.92,56.43,66.17,36.94
20220307,1198.01,1198.01,1164.98,1169.98,-33.11,-2.75,818.44,419.72,50.0,46.77,1251.98,1206.04,1160.1,39.38,57.24,3.65
20220308,1167.59,1179.2,1135.52,1137.07,-32.91,-2.81,967.23,474.18,50.0,45.77,1257.61,1202.69,1147.77,26.67,47.05,-14.09
20220309,1148.18,1156.4,1097.07,1129.65,-7.43,-0.65,1091.74,487.91,50.0,45.4,1261.95,1198.66,1135.36,24.46,39.52,-5.67
20220310,1161.99,1168.14,1149.42,1153.36,23.71,2.1,1022.89,500.47,50.0,46.46,1263.12,1196.91,1130.71,27.84,35.63,12.28
20220311,1137.61,1162.6,1125.34,1161.21,7.85,0.68,1055.32,525.57,50.0,46.64,1263.49,1196.5,1129.5,31.71,34.32,26.49
20220314,1151.97,1154.7,1126.26,1126.28,-34.93,-3.01,892.35,490.02,50.0,46.08,1267.2,1194.34,1121.48,28.09,32.24,19.78
20220315,1115.19,1142.81,1093.43,1093.43,-32.85,-2.92,1062.2,498.03,50.0,44.78,1273.76,1188.85,1103.94,18.73,27.74,0.7
20220316,1115.84,1128.12,1070.77,1125.48,32.05,2.93,1159.0,541.33,50.0,46.16,1274.39,1185.25,1096.11,24.07,26.51,19.18
20220317,1144.98,1163.51,1138.01,1142.71,17.23,1.53,1198.04,588.02,50.0,46.75,1272.34,1181.99,1091.64,34.89,29.31,46.06
20220318,1136.98,1144.32,1124.85,1144.32,1.61,0.14,859.4,424.91,50.0,46.67,1270.15,1178.99,1087.83,45.87,34.83,67.96
20220321,1143.55,1160.71,1137.81,1152.33,8.0,0.7,924.29,465.32,50.0,46.96,1268.54,1176.93,1085.31,58.5,42.72,90.07
20220322,1145.08,1149.47,1131.88,1134.32,-18.01,-1.56,1010.01,396.77,50.0,46.3,1267.84,1174.44,1081.05,60.76,48.73,84.81
20220323,1138.73,1150.2,1130.22,1144.09,9.77,0.86,899.06,375.33,50.0,46.67,1260.59,1170.09,1079.6,66.86,54.77,91.03
20220324,1135.85,1141.76,1121.64,1134.57,-9.52,-0.83,813.42,364.35,50.0,46.26,1255.37,1166.07,1076.78,67.5,59.02,84.48
20220325,1137.8,1140.92,1106.36,1106.86,-27.71,-2.44,733.87,335.74,50.0,45.03,1245.26,1159.37,1073.49,57.97,58.67,56.58
20220328,1097.87,1101.33,1085.27,1090.73,-16.13,-1.46,673.44,299.05,50.0,44.42,1231.67,1151.43,1071.19,45.82,54.39,28.7
20220329,1097.36,1099.24,1078.34,1079.93,-10.8,-0.99,696.61,314.43,50.0,43.95,1218.8,1143.48,1068.16,31.17,46.65,0.22
20220330,1084.76,1112.63,1084.76,1112.52,32.59,3.02,738.22,349.2,50.0,45.33,1202.54,1137.59,1072.63,34.61,42.64,18.56
20220331,1109.55,1109.55,1086.99,1091.06,-21.46,-1.93,749.38,337.01,50.0,44.41,1190.53,1131.65,1072.76,28.22,37.83,9.0
20220401,1085.31,1095.46,1074.79,1089.19,-1.86,-0.17,656.33,311.47,50.0,44.43,1177.7,1125.95,1074.21,25.18,33.61,8.31
20220406,1087.76,1087.76,1054.7,1058.49,-30.7,-2.82,759.33,353.43,50.0,43.19,1175.84,1120.38,1064.92,18.11,28.45,-2.56
