time,open,close,high,low,vol,bollUpper,bollMiddle,bollLower,slowK,slowD,slowJ,td9,eneUpper,eneLower
2017-02-13,1902.46,1913.68,1919.2,1894.15,864365324,1951.41,1889.83,1828.26,87.83,83.38,96.74,2,2100.18,1683.93
2017-02-14,1914.14,1909.4,1918.8,1906.42,743622934,1943.26,1887.72,1832.17,84.95,83.91,87.03,2,2105.53,1688.22
2017-02-15,1911.04,1892.36,1920.29,1890.09,841610336,1936.17,1885.46,1834.74,70.4,79.4,52.4,2,2107.94,1690.15
2017-02-16,1891.87,1897.63,1900.97,1886.41,681175956,1930.65,1883.83,1837.01,63.7,74.17,42.75,2,2109.2,1691.16
2017-02-17,1896.7,1882.87,1904.87,1881.0,776293964,1929.21,1882.98,1836.75,44.05,64.13,3.89,2,2109.88,1691.7
2017-02-20,1884.99,1894.96,1894.96,1876.67,722723309,1925.95,1886.18,1846.42,43.34,57.2,15.63,2,2109.27,1691.22
2017-02-21,1896.86,1921.08,1924.03,1895.43,1033603841,1930.43,1888.84,1847.26,60.15,58.18,64.09,2,2112.82,1694.06
2017-02-22,1921.55,1919.97,1925.3,1909.12,858211160,1931.25,1892.55,1853.86,69.78,62.05,85.24,2,2114.63,1695.51
2017-02-23,1919.24,1925.95,1925.95,1906.81,923155847,1931.07,1896.64,1862.22,79.85,67.99,103.59,2,2115.95,1696.57
2017-02-24,1925.1,1938.45,1939.39,1921.3,1046661929,1937.62,1899.53,1861.44,86.07,74.01,110.18,2,2119.69,1699.58
2017-02-27,1937.56,1926.77,1943.98,1923.53,941853528,1940.92,1901.5,1862.08,82.19,76.74,93.09,2,2121.15,1700.74
2017-02-28,1926.14,1927.16,1931.83,1918.32,782843119,1941.09,1904.8,1868.5,79.8,77.76,83.88,2,2123.12,1702.32
2017-03-01,1925.7,1931.97,1938.68,1923.75,814456083,1942.43,1907.86,1873.29,80.58,78.7,84.35,2,2127.52,1705.85
2017-03-02,1936.08,1920.41,1937.9,1919.74,785170257,1943.06,1909.57,1876.08,75.38,77.59,70.96,2,2130.04,1707.87
2017-03-03,1916.2,1928.29,1932.21,1908.32,817311790,1942.96,1912.15,1881.33,72.82,76.0,66.45,2,2135.09,1711.92
2017-03-06,1931.62,1962.77,1962.77,1931.62,1165806640,1952.62,1915.26,1877.9,81.88,77.96,89.71,2,2142.61,1717.95
2017-03-07,1967.18,1977.85,1977.85,1957.29,1131884375,1964.02,1919.7,1875.38,87.92,81.28,101.2,2,2148.91,1723.0
2017-03-08,1976.85,1964.63,1976.85,1960.07,932627630,1970.49,1922.75,1875.01,85.61,82.72,91.38,2,2153.87,1726.98
2017-03-09,1962.64,1953.94,1962.64,1948.79,973805958,1974.16,1924.74,1875.32,78.94,81.46,73.9,2,2156.98,1729.47
2017-03-10,1952.5,1950.01,1957.71,1945.57,784018186,1976.7,1927.01,1877.31,72.61,78.51,60.82,2,2158.26,1730.5
2017-03-13,1948.52,1970.88,1972.08,1939.03,1001614993,1982.65,1929.87,1877.08,78.4,78.48,78.25,2,2163.16,1734.42
2017-03-14,1967.47,1958.02,1970.48,1952.1,1085257359,1985.56,1932.3,1879.03,76.09,77.68,72.92,2,2166.58,1737.17
2017-03-15,1951.71,1957.82,1964.43,1943.61,1010802745,1986.62,1935.57,1884.53,74.46,76.61,70.16,2,2169.45,1739.47
2017-03-16,1959.05,1966.73,1968.44,1959.05,971705121,1988.67,1939.03,1889.39,74.96,76.06,72.75,2,2174.59,1743.59
2017-03-17,1968.15,1949.66,1981.69,1949.35,1177127203,1984.93,1942.37,1899.81,58.28,70.13,34.57,2,2176.97,1745.5
2017-03-20,1948.6,1953.82,1953.82,1939.65,868877263,1982.1,1945.31,1908.52,50.41,63.56,24.11,2,2175.97,1744.7
2017-03-21,1953.56,1961.06,1961.65,1948.89,776056130,1982.94,1947.31,1911.67,50.82,59.31,33.84,2,2174.11,1743.2
2017-03-22,1952.8,1948.58,1959.72,1939.29,955136189,1982.09,1948.74,1915.39,41.34,53.32,17.38,2,2172.33,1741.78
2017-03-23,1951.87,1948.37,1960.34,1930.44,936195224,1981.54,1949.86,1918.18,39.22,48.62,20.43,2,2171.71,1741.28
2017-03-24,1948.27,1965.14,1966.42,1946.12,901171546,1983.09,1951.19,1919.3,48.72,48.65,48.85,2,2173.39,1742.63
2017-03-27,1964.63,1947.53,1967.11,1947.53,813726475,1982.17,1952.23,1922.3,43.59,46.97,36.85,2,2170.8,1740.55
2017-03-28,1946.33,1944.36,1953.24,1940.38,689333436,1981.02,1953.09,1925.17,38.12,44.02,26.32,2,2169.28,1739.33
2017-03-29,1945.14,1929.2,1948.72,1926.6,879245186,1981.32,1952.95,1924.59,26.98,38.34,4.27,2,2166.1,1736.79
2017-03-30,1924.51,1893.7,1926.53,1893.3,1045132166,1987.51,1951.62,1915.73,18.17,31.62,-8.72,2,2158.0,1730.29
2017-03-31,1895.81,1907.34,1908.53,1895.81,748634417,1990.15,1950.57,1910.99,18.45,27.23,0.9,2,2153.3,1726.52
2017-04-05,1914.91,1943.16,1943.43,1914.91,1114945682,1988.89,1949.59,1910.29,34.82,29.76,44.94,2,2152.12,1725.57
2017-04-06,1947.09,1944.24,1951.23,1939.37,1060731769,1985.04,1947.91,1910.78,46.22,35.25,68.16,2,2150.25,1724.07
2017-04-07,1942.11,1946.05,1953.57,1939.32,1253915429,1983.32,1946.98,1910.65,54.63,41.71,80.49,2,2149.97,1723.85
2017-04-10,1940.3,1912.45,1940.3,1911.11,1434523214,1984.04,1944.91,1905.77,45.07,42.83,49.56,2,2145.98,1720.65
2017-04-11,1907.1,1917.63,1920.78,1887.89,1496242235,1984.09,1943.29,1902.48,45.14,43.6,48.22,2,2140.71,1716.42
2017-04-12,1913.78,1897.51,1915.02,1896.85,1135036745,1982.95,1939.62,1896.28,34.98,40.73,23.48,2,2135.16,1711.97
2017-04-13,1896.49,1910.48,1920.23,1896.49,909602566,1981.48,1937.24,1893.0,34.78,38.74,26.86,2,2131.4,1708.96
2017-04-14,1910.99,1887.46,1910.99,1887.35,980747043,1981.88,1933.72,1885.57,23.24,33.58,2.58,2,2126.76,1705.24
2017-04-17,1880.77,1868.28,1886.61,1862.36,896846047,1982.29,1928.8,1875.32,17.66,28.27,-3.57,2,2123.94,1702.98
2017-04-18,1867.58,1848.2,1878.1,1847.2,895502456,1986.74,1923.73,1860.72,12.09,22.88,-9.49,2,2117.38,1697.72
2017-04-19,1841.6,1845.38,1845.64,1812.39,1104925319,1988.3,1918.31,1848.31,15.85,20.53,6.47,2,2106.52,1689.01
2017-04-20,1843.97,1850.39,1856.73,1836.44,918991203,1985.8,1912.77,1839.74,20.47,20.51,20.38,2,2096.11,1680.66
2017-04-21,1849.28,1839.01,1863.58,1836.52,809853787,1985.04,1907.29,1829.54,21.83,20.95,23.59,1,2084.22,1671.13
2017-04-24,1832.82,1809.91,1832.82,1796.36,880170273,1986.47,1900.37,1814.27,18.2,20.03,14.53,1,2072.84,1662.01
2017-04-25,1809.56,1818.87,1829.26,1807.67,849436689,1980.74,1893.06,1805.38,18.19,19.42,15.73,1,2061.88,1653.22
2017-04-26,1812.87,1820.48,1822.12,1811.04,917656005,1976.07,1886.7,1797.34,19.14,19.33,18.77,1,2053.33,1646.36
2017-04-27,1815.11,1842.92,1847.93,1794.4,1464403395,1968.83,1881.63,1794.44,30.3,22.98,44.93,2,2045.83,1640.35
2017-04-28,1838.74,1850.73,1856.4,1834.43,1028837867,1963.03,1877.71,1792.39,42.63,29.53,68.83,2,2041.75,1637.08
2017-05-02,1849.22,1850.85,1855.34,1843.83,895846533,1961.32,1875.57,1789.81,55.62,38.23,90.41,2,2039.82,1635.53
2017-05-03,1848.71,1840.45,1854.68,1832.56,936809860,1957.98,1872.22,1786.47,59.27,45.24,87.32,2,2038.96,1634.84
2017-05-04,1838.71,1838.1,1858.56,1828.63,1075447522,1947.41,1866.97,1786.53,60.57,50.35,81.0,2,2038.15,1634.19
2017-05-05,1832.68,1818.19,1839.65,1818.19,944532961,1935.45,1860.67,1785.88,52.74,51.15,55.92,2,2034.58,1631.33
2017-05-08,1814.1,1788.71,1825.76,1788.71,1055752131,1922.96,1852.8,1782.64,35.16,45.82,13.84,2,2028.99,1626.85
2017-05-09,1780.52,1802.49,1803.21,1770.6,955677556,1915.1,1847.3,1779.5,35.52,42.39,21.8,2,2028.17,1626.19
2017-05-10,1801.78,1771.32,1815.83,1771.32,1018782531,1907.43,1839.99,1772.55,23.96,36.24,-0.62,2,2022.89,1621.96
2017-05-11,1761.47,1772.41,1772.47,1727.58,1160635781,1901.87,1833.73,1765.59,27.38,33.29,15.56,2,2017.55,1617.68
2017-05-12,1768.31,1774.63,1774.9,1750.4,902554889,1890.02,1826.94,1763.86,30.23,32.27,26.14,2,2009.97,1611.6
2017-05-15,1778.18,1778.64,1788.56,1776.01,830869341,1881.45,1821.5,1761.54,33.15,32.56,34.32,2,2001.97,1605.19
2017-05-16,1774.39,1814.94,1814.94,1764.29,1204928494,1874.84,1818.83,1762.82,44.33,36.48,60.02,2,1997.99,1601.99
2017-05-17,1812.71,1822.64,1833.87,1810.21,1441005110,1871.97,1817.55,1763.14,57.83,43.6,86.28,2,1996.01,1600.4
2017-05-18,1807.18,1813.51,1827.79,1803.86,1148276398,1868.87,1815.96,1763.05,65.5,50.9,94.7,2,1993.28,1598.22
2017-05-19,1812.73,1801.08,1815.81,1793.04,867671403,1864.31,1813.49,1762.68,66.72,56.17,87.81,2,1991.38,1596.69
2017-05-22,1798.57,1788.08,1814.41,1779.48,933107136,1861.5,1810.95,1760.4,63.45,58.6,73.16,2,1991.31,1596.64
2017-05-23,1784.53,1758.24,1790.11,1757.37,1068020836,1863.9,1808.36,1752.83,51.92,56.37,43.01,2,1986.4,1592.7
2017-05-24,1749.16,1776.28,1776.44,1730.36,967360450,1863.24,1806.23,1749.23,49.4,54.05,40.1,2,1986.95,1593.14
2017-05-25,1770.65,1777.69,1785.67,1745.23,1132697645,1862.0,1804.09,1746.19,48.17,52.09,40.34,2,1987.54,1593.61
2017-05-26,1769.12,1759.63,1772.93,1754.77,982324706,1858.05,1799.93,1741.81,41.54,48.57,27.48,2,1985.87,1592.27
2017-05-31,1777.65,1763.73,1783.15,1762.08,1078203884,1850.79,1795.58,1740.37,38.44,45.2,24.93,2,1984.22,1590.95
2017-06-01,1757.8,1728.49,1757.89,1728.49,968655982,1845.92,1789.46,1733.0,25.63,38.67,-0.46,2,1974.62,1583.25
2017-06-02,1721.4,1745.93,1754.21,1711.82,1039365356,1839.12,1784.74,1730.35,28.02,35.12,13.81,2,1966.11,1576.43
2017-06-05,1747.53,1761.25,1767.29,1747.53,1002584093,1830.28,1780.89,1731.5,34.74,34.99,34.23,2,1960.3,1571.78
2017-06-06,1759.29,1766.39,1773.07,1758.32,825110140,1824.96,1778.3,1731.65,46.39,38.79,61.59,2,1956.45,1568.69
2017-06-07,1764.96,1799.85,1802.52,1762.73,1300007819,1826.26,1778.86,1731.46,63.28,46.96,95.93,2,1957.76,1569.74
2017-06-08,1798.69,1794.75,1804.66,1792.1,1046717851,1825.21,1778.47,1731.73,71.96,55.29,105.3,2,1961.81,1572.99
2017-06-09,1793.65,1796.14,1797.64,1782.19,882881696,1826.95,1779.71,1732.48,78.25,62.94,108.86,2,1964.02,1574.75
2017-06-12,1787.56,1775.55,1787.56,1773.53,816923826,1827.02,1779.87,1732.72,75.05,66.98,91.19,2,1963.78,1574.56
2017-06-13,1773.01,1795.63,1800.2,1771.85,932835445,1828.49,1780.92,1733.35,80.12,71.36,97.65,2,1967.78,1577.77
2017-06-14,1794.04,1790.64,1798.2,1787.06,976444090,1829.27,1781.52,1733.78,81.72,74.81,95.52,2,1970.76,1580.16
2017-06-15,1788.81,1816.26,1823.42,1788.43,1546179525,1829.52,1781.59,1733.66,84.67,78.1,97.8,2,1980.51,1587.97
2017-06-16,1816.16,1810.05,1819.1,1809.48,1157799805,1827.01,1780.96,1734.91,82.93,79.71,89.38,2,1987.62,1593.68
2017-06-19,1809.51,1816.4,1817.5,1805.88,899597849,1827.58,1781.1,1734.63,84.76,81.39,91.51,2,1993.74,1598.59
2017-06-20,1818.69,1820.98,1833.94,1818.69,1227510271,1831.03,1782.1,1733.17,82.89,81.89,84.88,2,1999.8,1603.45
2017-06-21,1827.89,1824.69,1829.4,1810.04,1279554716,1836.24,1783.93,1731.62,83.62,82.47,85.94,2,2002.56,1605.66
2017-06-22,1821.84,1798.38,1828.8,1798.38,1205685737,1837.22,1785.94,1734.65,69.99,78.31,53.36,2,2002.96,1605.98
2017-06-23,1794.5,1807.43,1807.43,1776.6,1093376323,1839.4,1787.49,1735.59,65.76,74.13,49.03,2,2004.22,1606.98
2017-06-26,1805.88,1821.28,1821.28,1801.21,983073130,1843.38,1789.67,1735.97,69.82,72.69,64.07,2,2009.29,1611.05
2017-06-27,1821.37,1819.93,1830.22,1816.66,924574048,1846.08,1792.69,1739.3,71.73,72.37,70.46,2,2011.99,1613.22
2017-06-28,1817.43,1808.2,1818.12,1802.38,911817012,1846.98,1794.91,1742.84,66.19,70.31,57.95,2,2013.94,1614.78
2017-06-29,1808.3,1813.55,1822.82,1807.62,1019323864,1841.9,1799.16,1756.43,65.61,68.74,59.34,2,2013.64,1614.54
2017-06-30,1808.08,1818.07,1819.89,1802.61,897123460,1838.53,1802.77,1767.01,67.85,68.44,66.65,2,2014.53,1615.25
2017-07-03,1818.2,1835.99,1836.49,1816.03,1400424664,1839.66,1806.51,1773.36,78.29,71.72,91.41,2,2016.7,1617.0
2017-07-04,1833.89,1829.51,1834.24,1823.85,1221274565,1838.7,1809.66,1780.63,81.64,75.03,94.86,2,2017.65,1617.76
2017-07-05,1827.26,1836.63,1836.66,1820.96,1224162942,1842.42,1811.5,1780.59,87.74,79.27,104.69,2,2018.98,1618.82
2017-07-06,1835.81,1839.0,1844.2,1823.37,1533041227,1845.83,1813.72,1781.61,87.8,82.11,99.17,2,2023.48,1622.43
2017-07-07,1833.88,1835.44,1836.78,1828.73,1128894696,1848.06,1815.68,1783.3,84.88,83.03,88.58,2,2026.59,1624.93
2017-07-10,1831.37,1803.25,1831.37,1803.23,1239634454,1844.44,1817.07,1789.69,57.28,74.45,22.94,2,2024.59,1623.32
2017-07-11,1799.52,1783.91,1804.72,1783.91,1159120071,1846.08,1816.48,1786.88,38.19,62.36,-10.16,2,2020.59,1620.12
2017-07-12,1779.9,1786.75,1788.69,1764.1,1131963878,1846.6,1816.29,1785.97,34.88,53.2,-1.75,2,2018.21,1618.21
2017-07-13,1784.26,1778.86,1786.22,1774.78,897337805,1848.84,1814.42,1779.99,29.4,45.27,-2.34,2,2014.36,1615.12
2017-07-14,1771.33,1745.57,1771.33,1742.22,1436027181,1856.88,1811.19,1765.5,20.69,37.08,-12.07,2,2006.32,1608.67
2017-07-17,1730.71,1656.43,1730.71,1656.43,1707097106,1884.53,1803.19,1721.85,13.8,29.32,-17.25,2,1986.38,1592.69
2017-07-18,1646.64,1667.49,1672.72,1641.38,1129502032,1895.52,1795.52,1695.51,13.49,24.04,-7.62,2,1968.4,1578.27
2017-07-19,1663.16,1684.77,1685.74,1654.77,1086678204,1898.47,1788.52,1678.58,16.39,21.49,6.2,1,1951.54,1564.75
2017-07-20,1684.26,1688.61,1712.7,1683.11,1140287672,1901.12,1783.03,1664.95,19.22,20.73,16.18,1,1934.85,1551.37
2017-07-21,1688.79,1690.15,1699.67,1685.79,986538875,1901.32,1777.17,1653.02,22.76,21.41,25.47,2,1918.72,1538.44
2017-07-24,1685.71,1686.44,1689.38,1674.72,1024121869,1898.84,1770.43,1642.02,25.37,22.73,30.65,2,1905.76,1528.04
2017-07-25,1686.58,1688.1,1694.4,1680.95,1074423644,1894.91,1763.84,1632.76,27.67,24.38,34.25,2,1895.12,1519.51
2017-07-26,1689.48,1681.31,1692.63,1674.22,1194902125,1891.61,1757.49,1623.37,28.69,25.81,34.43,2,1883.42,1510.13
2017-07-27,1678.87,1742.19,1742.92,1675.3,2488760110,1885.66,1753.92,1622.18,52.22,34.61,87.43,2,1879.35,1506.86
2017-07-28,1740.54,1734.07,1746.54,1732.89,2003459603,1878.33,1749.72,1621.11,64.19,44.47,103.63,2,1878.07,1505.84
2017-07-31,1731.92,1736.3,1744.05,1725.5,1667420370,1867.17,1744.74,1622.31,72.41,53.79,109.66,2,1886.94,1512.95
2017-08-01,1735.91,1741.07,1742.01,1727.59,1648155731,1856.4,1740.32,1624.23,79.08,62.22,112.82,2,1895.1,1519.5
2017-08-02,1740.39,1724.83,1744.3,1723.23,1619457530,1842.17,1734.73,1627.29,76.05,66.83,94.49,2,1899.55,1523.06
2017-08-03,1723.03,1733.12,1757.76,1716.53,1940498983,1825.65,1729.43,1633.22,74.2,69.29,84.03,2,1904.49,1527.02
2017-08-04,1731.03,1719.62,1734.18,1718.91,1580238028,1806.68,1723.64,1640.6,67.58,68.72,65.31,2,1907.76,1529.65
2017-08-07,1722.24,1732.43,1743.62,1720.99,1360553405,1794.89,1720.1,1645.31,68.28,68.57,67.7,2,1912.87,1533.74
2017-08-08,1731.73,1762.42,1762.44,1728.59,1850632401,1790.67,1719.03,1647.39,78.85,72.0,92.55,2,1921.12,1540.36
2017-08-09,1756.5,1763.05,1770.75,1751.83,1798280907,1785.64,1717.84,1650.04,81.16,75.05,93.39,2,1930.19,1547.63
2017-08-10,1761.43,1753.67,1777.19,1741.4,1675499100,1780.63,1716.58,1652.53,74.52,74.87,73.8,2,1931.46,1548.65
2017-08-11,1742.0,1742.14,1763.91,1738.14,1682688496,1780.17,1716.41,1652.65,63.75,71.17,48.92,2,1932.36,1549.37
2017-08-14,1745.01,1793.48,1794.07,1745.01,2072737586,1789.19,1723.26,1657.34,75.58,72.64,81.47,2,1938.71,1554.46
2017-08-15,1796.24,1798.57,1803.19,1785.62,1741150770,1798.27,1729.82,1661.36,81.94,75.74,94.35,2,1945.09,1559.58
2017-08-16,1797.05,1825.19,1835.62,1792.72,2703545858,1813.66,1736.84,1660.01,84.98,78.82,97.31,2,1956.23,1568.51
2017-08-17,1819.43,1833.4,1845.25,1816.14,2384019250,1828.29,1744.08,1659.86,86.81,81.48,97.46,2,1967.36,1577.43
2017-08-18,1822.07,1821.8,1835.67,1817.64,1823481952,1837.52,1750.66,1663.8,84.51,82.49,88.54,0,1978.7,1586.53
2017-08-21,1823.37,1829.22,1834.66,1818.86,1681845650,1845.84,1757.8,1669.76,84.68,83.22,87.6,0,1989.45,1595.14
2017-08-22,1829.4,1814.92,1831.66,1811.97,1707649521,1849.41,1764.14,1678.87,80.35,82.26,76.52,2,1995.27,1599.81
2017-08-23,1813.43,1807.37,1818.65,1801.15,1500036906,1848.63,1770.44,1692.25,75.11,79.88,65.57,2,2000.19,1603.76
2017-08-24,1807.85,1795.74,1812.08,1792.7,1342294487,1850.93,1773.12,1695.32,66.94,75.57,49.7,2,2004.86,1607.5
2017-08-25,1794.7,1812.88,1814.54,1794.7,1377372115,1854.54,1777.06,1699.58,59.87,70.33,38.93,2,2012.72,1613.8
2017-08-28,1815.84,1842.83,1856.22,1815.84,2130398816,1862.52,1782.39,1702.25,66.22,68.96,60.73,2,2018.19,1618.19
2017-08-29,1842.15,1831.59,1850.82,1828.54,1577742941,1867.43,1786.91,1706.4,64.55,67.49,58.68,2,2021.86,1621.13
2017-08-30,1830.7,1838.63,1849.24,1830.55,1377078825,1870.82,1792.6,1714.39,67.14,67.37,66.67,2,2023.35,1622.33
2017-08-31,1841.0,1849.38,1850.81,1839.81,1358343776,1875.35,1798.42,1721.48,74.5,69.75,84.01,2,2025.12,1623.75
2017-09-01,1850.02,1865.25,1865.82,1840.52,1858590793,1878.9,1805.7,1732.5,82.74,74.08,100.06,2,2029.95,1627.62
2017-09-04,1863.02,1883.62,1888.98,1858.39,2224299088,1885.86,1813.26,1740.66,86.64,78.27,103.38,2,2035.99,1632.46
2017-09-05,1881.67,1885.16,1891.79,1873.16,2012378371,1894.48,1819.39,1744.31,88.86,81.8,102.99,2,2043.78,1638.71
2017-09-06,1880.7,1902.86,1902.86,1877.27,2263568021,1905.13,1826.39,1747.64,92.57,85.39,106.94,2,2054.38,1647.21
2017-09-07,1904.54,1890.38,1917.96,1889.33,2654169474,1909.21,1833.22,1757.23,86.05,85.61,86.92,0,2064.89,1655.63
2017-09-08,1888.4,1885.27,1895.86,1872.91,1813896841,1907.11,1840.38,1773.65,78.51,83.24,69.05,0,2072.92,1662.07
2017-09-11,1883.65,1896.38,1896.38,1880.14,1726917689,1912.86,1845.52,1778.19,77.45,81.31,69.71,0,2078.87,1666.84
2017-09-12,1897.52,1884.48,1904.3,1882.57,2278270260,1915.57,1849.82,1784.07,70.68,77.77,56.51,2,2084.74,1671.55
2017-09-13,1884.54,1888.43,1888.44,1874.87,1680455633,1919.76,1852.98,1786.2,67.74,74.43,54.38,2,2090.26,1675.98
2017-09-14,1887.36,1879.25,1892.99,1874.22,1609142205,1922.36,1855.27,1788.19,56.84,68.56,33.38,2,2093.58,1678.64
2017-09-15,1877.17,1875.64,1882.53,1869.63,1613209113,1923.77,1857.96,1792.16,42.04,59.72,6.67,2,2094.73,1679.56
2017-09-18,1874.45,1894.8,1894.81,1873.97,1518168819,1927.52,1861.24,1794.96,45.38,54.94,26.27,2,2095.97,1680.56
2017-09-19,1896.62,1880.3,1901.27,1877.15,1571648467,1927.71,1864.51,1801.31,37.61,49.17,14.51,2,2095.43,1680.12
2017-09-20,1878.57,1892.67,1892.67,1876.68,1473208219,1927.32,1868.78,1810.24,47.23,48.52,44.64,2,2094.3,1679.22
2017-09-21,1892.95,1872.77,1898.21,1872.65,1543880742,1920.63,1872.63,1824.63,34.5,43.85,15.82,2,2092.35,1677.65
2017-09-22,1869.11,1866.43,1871.24,1854.94,1357118918,1914.91,1875.31,1835.7,30.76,39.49,13.31,2,2090.26,1675.97
2017-09-25,1864.86,1843.62,1869.39,1841.36,1269911846,1914.83,1875.35,1835.87,21.77,33.58,-1.86,2,2084.4,1671.28
2017-09-26,1840.48,1839.46,1848.14,1826.92,1091399065,1913.59,1875.74,1837.89,20.13,29.1,2.2,2,2079.4,1667.27
2017-09-27,1840.17,1854.94,1857.33,1840.17,1155519998,1911.78,1876.55,1841.32,25.98,28.06,21.83,2,2075.69,1664.29
2017-09-28,1853.38,1854.73,1864.25,1852.46,1324684739,1911.3,1876.82,1842.35,29.79,28.64,32.1,2,2072.96,1662.11
2017-09-29,1858.06,1866.98,1866.98,1856.87,1314492751,1911.27,1876.91,1842.54,37.82,31.7,50.07,2,2072.0,1661.34
2017-10-09,1889.89,1889.84,1894.91,1880.39,1699083420,1911.93,1877.22,1842.51,54.63,39.34,85.21,2,2071.45,1660.89
2017-10-10,1890.66,1917.46,1917.46,1887.47,1961012156,1917.64,1878.83,1840.03,69.76,49.48,110.31,2,2075.58,1664.2
2017-10-11,1918.35,1901.55,1924.0,1899.96,1860197428,1917.42,1878.77,1840.12,72.13,57.03,102.33,2,2076.56,1664.99
2017-10-12,1900.87,1899.99,1909.48,1889.44,1400664539,1918.69,1879.25,1839.81,73.18,62.41,94.7,2,2079.58,1667.41
2017-10-13,1901.18,1926.07,1927.02,1898.35,1649939558,1925.68,1881.29,1836.9,81.8,68.87,107.65,2,2086.21,1672.72
2017-10-16,1920.94,1882.69,1921.64,1882.69,2020754835,1924.46,1880.61,1836.75,70.85,69.53,73.49,2,2090.54,1676.2
2017-10-17,1876.69,1876.99,1888.62,1868.92,1211952328,1924.07,1880.23,1836.39,58.2,65.76,43.09,2,2094.71,1679.54
2017-10-18,1878.29,1868.16,1890.32,1867.83,1303238635,1923.19,1879.22,1835.24,44.17,58.56,15.38,2,2096.18,1680.72
2017-10-19,1865.93,1862.61,1876.67,1855.36,1254925382,1922.95,1878.39,1833.82,32.82,49.98,-1.51,2,2097.05,1681.42
2017-10-20,1858.62,1880.21,1880.21,1856.1,1054229902,1923.17,1878.61,1834.06,33.44,44.46,11.38,2,2098.52,1682.6
2017-10-23,1881.41,1898.76,1900.38,1878.34,1186565952,1923.69,1878.81,1833.94,42.48,43.8,39.83,2,2099.51,1683.39
2017-10-24,1895.44,1901.69,1901.69,1882.68,1256381289,1925.85,1879.88,1833.91,49.87,45.83,57.96,2,2097.76,1681.99
2017-10-25,1898.63,1913.26,1913.26,1893.94,1146283464,1928.86,1880.91,1832.96,60.18,50.61,79.32,2,2099.06,1683.03
2017-10-26,1911.85,1910.72,1918.79,1902.27,1430876680,1932.3,1882.81,1833.32,67.96,56.39,91.1,2,2100.25,1683.98
2017-10-27,1909.57,1896.22,1910.93,1895.26,1175757410,1933.52,1884.3,1835.07,66.78,59.86,80.63,2,2096.94,1681.33
2017-10-30,1894.86,1855.99,1902.05,1848.04,1696989057,1932.36,1884.92,1837.47,48.27,55.99,32.81,2,2093.97,1678.95
2017-10-31,1855.94,1869.79,1869.79,1855.23,1132921821,1929.72,1886.43,1843.14,42.42,51.47,24.33,2,2093.17,1678.31
2017-11-01,1867.99,1872.75,1881.49,1866.52,1223092792,1928.67,1887.32,1845.97,39.92,47.62,24.53,2,2093.68,1678.72
2017-11-02,1869.72,1847.57,1869.72,1847.41,1291124466,1929.54,1886.97,1844.39,26.69,40.64,-1.22,2,2092.01,1677.38
2017-11-03,1843.8,1832.97,1856.22,1825.29,1266586718,1933.27,1885.26,1837.26,20.53,33.94,-6.28,2,2086.77,1673.18
2017-11-06,1831.9,1850.3,1850.3,1818.41,1174901339,1933.58,1883.29,1832.99,24.28,30.72,11.39,2,2081.39,1668.86
2017-11-07,1849.32,1859.07,1859.11,1843.92,1350249824,1929.14,1880.37,1831.59,29.69,30.38,28.31,2,2076.66,1665.07
2017-11-08,1858.64,1866.14,1881.05,1856.39,1716589653,1926.74,1878.6,1830.46,36.99,32.58,45.8,2,2071.43,1660.88
2017-11-09,1864.25,1884.11,1884.11,1858.73,1546383548,1925.02,1877.8,1830.59,50.84,38.67,75.19,2,2068.48,1658.51
2017-11-10,1882.73,1900.63,1905.06,1882.28,1630856612,1919.67,1876.53,1833.39,65.52,47.62,101.33,2,2068.96,1658.9
2017-11-13,1904.58,1906.44,1911.17,1895.87,1619512289,1922.74,1877.72,1832.7,75.32,56.85,112.25,2,2074.56,1663.39
2017-11-14,1908.04,1896.72,1912.49,1888.86,1665116060,1924.48,1878.71,1832.93,77.96,63.89,106.1,2,2077.55,1665.79
2017-11-15,1892.65,1868.08,1894.61,1861.59,1412636465,1924.48,1878.7,1832.93,69.57,65.78,77.15,2,2077.04,1665.37
2017-11-16,1865.72,1878.26,1883.02,1859.77,1325234118,1924.66,1879.48,1834.31,67.59,66.38,69.99,2,2080.44,1668.1
2017-11-17,1879.43,1833.9,1884.02,1831.01,1873153056,1926.52,1877.17,1827.82,46.24,59.67,19.38,2,2080.55,1668.18
2017-11-20,1819.17,1859.75,1859.75,1795.69,1422220416,1924.08,1875.22,1826.36,49.11,56.15,35.03,2,2081.59,1669.03
2017-11-21,1856.73,1856.96,1871.71,1844.42,1527072094,1920.88,1872.98,1825.09,50.22,54.17,42.33,2,2081.36,1668.84
2017-11-22,1854.58,1853.38,1867.79,1837.3,1633881174,1914.82,1869.99,1825.15,49.95,52.76,44.31,2,2079.94,1667.7
2017-11-23,1848.22,1794.78,1848.22,1793.49,1539243809,1915.91,1864.19,1812.47,33.66,46.4,8.19,2,2070.03,1659.75
2017-11-24,1789.51,1782.66,1804.21,1782.6,1213267197,1919.1,1858.51,1797.93,22.45,38.42,-9.47,2,2056.93,1649.25
2017-11-27,1781.22,1760.9,1794.01,1758.45,1218445091,1927.82,1853.76,1779.7,15.57,30.8,-14.89,1,2040.78,1636.3
